age	sub	item	trial	F1_Hz	F2_Hz	F3_Hz	file
35-40	S3-1	had	1	821	1526	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hard	1	571	1013	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hod	1	483	849	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hoard	1	408	596	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hood	1	346	712	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	who'd	1	245	1144	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hud	1	556	1139	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	herd	1	495	1254	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	heed	2	229	2271	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hid	2	343	2009	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	head	2	591	1815	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	had	2	811	1464	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hard	2	574	987	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hod	2	492	826	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hoard	2	379	676	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hood	2	346	770	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	who'd	2	256	1115	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hud	2	568	1101	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	herd	2	534	1259	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	heed	3	233	2223	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hid	3	313	2052	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	head	3	497	1820	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	had	3	678	1566	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hard	3	590	1008	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hod	3	508	815	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hoard	3	407	670	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hood	3	316	835	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	who'd	3	238	1106	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hud	3	569	1149	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	herd	3	450	1259	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	heed	4	225	2251	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hid	4	309	2009	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	head	4	554	1744	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	had	4	873	1513	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hard	4	562	996	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hod	4	505	772	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hoard	4	389	640	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hood	4	320	854	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	who'd	4	234	1112	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	hud	4	575	1120	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-1	herd	4	539	1220	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	heed	1	240	2190	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hid	1	406	1823	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	head	1	594	1810	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	had	1	594	1569	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hard	1	607	1083	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hod	1	538	863	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hoard	1	436	604	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hood	1	393	842	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	who'd	1	288	895	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hud	1	784	1173	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	herd	1	545	1314	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	heed	2	265	2098	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hid	2	406	1835	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	head	2	548	1667	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	had	2	774	1533	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hard	2	732	1147	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hod	2	562	838	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hoard	2	438	541	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hood	2	421	845	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	who'd	2	258	1248	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hud	2	781	1264	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	herd	2	545	1417	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	heed	3	253	2015	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hid	3	442	1840	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	head	3	552	1705	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	had	3	700	1500	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hard	3	699	1051	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hod	3	527	888	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hoard	3	377	630	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hood	3	433	849	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	who'd	3	287	1017	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hud	3	680	1239	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	herd	3	503	1402	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	heed	4	239	2038	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hid	4	402	1868	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	head	4	512	1700	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	had	4	722	1528	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hard	4	620	1092	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hod	4	524	841	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hoard	4	432	541	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hood	4	443	862	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	who'd	4	290	984	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	hud	4	727	1227	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-2	herd	4	500	1394	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	heed	1	265	2437	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hid	1	379	2361	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	head	1	462	1994	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	had	1	741	1724	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hard	1	688	1157	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hod	1	465	806	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hoard	1	339	615	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hood	1	267	967	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	who'd	1	325	1513	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hud	1	756	1087	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	herd	1	425	1678	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	heed	2	263	2375	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hid	2	374	2111	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	head	2	491	2036	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	had	2	727	1657	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hard	2	688	1128	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hod	2	554	788	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hoard	2	310	598	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hood	2	350	885	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	who'd	2	328	1393	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hud	2	794	1214	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	herd	2	442	1571	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	heed	3	261	2326	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hid	3	344	2256	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	head	3	440	2087	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	had	3	756	1652	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hard	3	738	1023	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hod	3	574	852	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
35-40	S3-3	hoard	3	386	654	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
